rok;ms;dz;godz;fco2_MQ;fco2_HQ;fco2_raw;glwody;T50cm;T2m;Kd;Ku;Ld;Lu;ppp;v;vdir;Tgrunt;vwc;PARd;PARu
2015;1;30;16.5;0.6;0.6;0.6;0.1;0.8;1.0;0.0;1.9;249.6;315.7;969.4;4.1;111.1;1.1;0.837;3.0;1.3
2015;1;30;17.5;0.42;0.42;0.42;0.3;0.8;0.9;0.0;0.7;292.1;316.1;969.4;3.5;114.7;1.1;0.837;0.0;0.0
2015;1;30;18.5;0.37;0.37;0.37;0.3;1.3;1.4;0.0;0.1;312.6;318.0;968.8;3.7;112.9;1.1;0.837;0.0;0.0
2015;1;30;19.5;1.09;1.09;1.09;0.2;1.3;1.4;0.0;0.0;310.7;318.1;967.9;5.1;108.6;1.1;0.837;0.0;0.0
2015;1;30;20.5;0.95;0.95;0.95;0.6;1.2;1.3;0.0;0.0;309.4;318.0;967.2;5.4;112.6;1.1;0.838;0.0;0.0
2015;1;30;21.5;0.72;0.72;0.72;0.6;1.1;1.2;0.0;0.0;309.6;318.0;966.2;5.1;117.4;1.1;0.838;0.0;0.0
2015;1;30;22.5;;;2.88;0.7;1.0;1.1;0.0;0.3;316.7;318.0;966.2;4.5;118.6;1.1;0.838;0.0;0.0
2015;1;30;23.5;;;41.27;1.3;0.6;0.6;0.0;0.1;318.3;317.5;965.7;4.4;111.1;1.1;0.838;0.0;0.0
2015;1;31;0.5;;;-14.62;1.7;0.3;0.4;0.0;0.4;317.6;317.2;964.7;4.0;109.6;1.1;0.838;0.0;0.0
2015;1;31;1.5;;;-21.72;2.0;0.5;0.5;0.0;0.0;318.9;317.5;964.1;3.3;116.2;1.1;0.839;0.0;0.0
2015;1;31;2.5;;;-16.9;2.2;0.9;0.9;0.0;0.0;320.8;318.2;963.9;3.3;126.4;1.1;0.839;0.0;0.0
2015;1;31;3.5;5.84;;5.84;2.2;1.0;1.1;0.0;0.0;321.7;318.6;963.3;2.8;121.2;1.1;0.839;0.0;0.0
2015;1;31;4.5;;;11.85;2.4;1.0;1.1;0.0;0.0;320.8;318.7;962.7;2.0;114.3;1.1;0.839;0.0;0.0
2015;1;31;5.5;;;0.76;2.3;1.0;1.0;0.0;0.0;322.3;318.8;962.3;1.9;108.3;1.1;0.839;0.0;0.0
2015;1;31;6.5;;;23.56;2.5;1.0;1.1;0.0;0.0;322.9;319.0;962.3;1.7;108.3;1.1;0.839;0.0;0.0
2015;1;31;7.5;;;-16.29;2.8;0.9;1.0;1.8;0.9;322.5;318.7;961.9;2.1;121.7;1.1;0.84;3.6;1.0
2015;1;31;8.5;;;13.92;3.3;0.2;0.3;10.0;5.4;317.8;317.0;961.8;1.5;122.3;1.1;0.84;25.1;8.9
2015;1;31;9.5;;;14.79;3.3;0.3;0.1;27.8;12.5;318.0;317.0;961.8;0.3;139.1;1.1;0.841;73.8;25.9
2015;1;31;10.5;;;-4.38;3.8;0.3;0.1;42.9;17.2;320.4;317.8;961.7;1.0;258.7;1.1;0.841;108.6;37.7
2015;1;31;11.5;;;-0.99;3.7;0.4;0.3;65.9;26.0;322.0;318.7;961.4;1.6;228.5;1.1;0.841;165.1;55.5
2015;1;31;12.5;-4.74;;-4.74;3.8;0.3;0.2;55.7;21.7;317.1;318.2;961.7;3.2;233.2;1.1;0.841;140.1;46.1
2015;1;31;13.5;0.89;;0.89;3.7;0.1;0.2;25.5;9.8;316.4;317.7;962.4;3.3;248.4;1.1;0.841;64.1;21.0
2015;1;31;14.5;-6.68;;-6.68;3.5;0.0;0.0;32.7;12.5;315.5;317.3;963.2;4.0;243.5;1.1;0.841;76.0;24.6
2015;1;31;15.5;;;-6.8;3.7;-0.2;-0.1;13.0;5.0;309.2;316.4;964.3;3.8;192.9;1.1;0.842;28.3;9.0
2015;1;31;16.5;;;6.03;3.8;-0.6;-0.6;1.0;1.2;291.3;314.9;965.4;4.6;234.4;1.1;0.842;1.7;0.2
2015;1;31;17.5;0.12;;0.12;3.6;-0.9;-0.9;0.0;0.3;286.0;313.2;966.1;4.2;225.7;1.1;0.842;0.0;0.0
2015;1;31;18.5;0.43;0.43;0.43;3.6;-0.8;-0.7;0.0;0.1;300.5;313.8;966.6;4.5;225.0;1.1;0.842;0.0;0.0
2015;1;31;19.5;0.68;0.68;0.68;3.6;-0.6;-0.5;0.0;0.0;302.2;314.0;967.3;5.0;222.6;1.1;0.842;0.0;0.0
2015;1;31;20.5;0.53;0.53;0.53;3.3;-0.8;-0.7;0.0;0.0;293.8;312.8;967.8;5.0;220.1;1.1;0.841;0.0;0.0
2015;1;31;21.5;0.34;0.34;0.34;3.5;-0.7;-0.7;0.0;0.0;301.6;313.0;968.3;5.5;217.9;1.1;0.841;0.0;0.0
2015;1;31;22.5;0.44;0.44;0.44;3.5;-0.6;-0.5;0.0;0.0;298.1;313.1;968.7;5.8;215.2;1.1;0.841;0.0;0.0
2015;1;31;23.5;0.49;0.49;0.49;3.3;-0.6;-0.5;0.0;0.0;298.7;312.8;969.4;6.1;214.6;1.1;0.841;0.0;0.0
2015;2;1;0.5;0.7;;0.7;3.3;-1.0;-0.8;0.0;0.1;260.6;309.0;969.9;6.3;211.4;1.1;0.841;0.0;0.0
2015;2;1;1.5;0.45;0.45;0.45;3.4;-2.0;-1.7;0.0;1.0;220.2;302.0;970.4;5.3;207.7;1.1;0.841;0.0;0.0
2015;2;1;2.5;0.33;;0.33;3.3;-2.2;-2.0;0.0;0.9;239.7;301.9;970.7;5.0;205.0;1.1;0.841;0.0;0.0
2015;2;1;3.5;0.56;0.56;0.56;3.2;-2.4;-2.2;0.0;1.0;236.4;300.9;970.9;4.8;209.3;1.1;0.841;0.0;0.0
2015;2;1;4.5;0.25;0.25;0.25;3.2;-2.3;-2.1;0.0;0.9;248.5;302.1;971.3;4.9;206.1;1.1;0.84;0.0;0.0
2015;2;1;5.5;0.74;;0.74;3.0;-1.9;-1.7;0.0;0.6;259.0;304.5;972.0;5.2;205.0;1.1;0.84;0.0;0.0
2015;2;1;6.5;0.12;;0.12;2.8;-1.8;-1.7;0.0;0.4;274.7;306.1;972.7;4.8;204.4;1.1;0.84;0.0;0.0
2015;2;1;7.5;0.28;;0.28;2.6;-1.6;-1.4;14.6;6.9;258.5;305.7;973.3;4.8;205.4;1.1;0.84;25.1;8.6
2015;2;1;8.5;0.2;;0.2;2.9;-0.4;-1.2;97.8;41.0;223.7;304.6;973.9;5.0;209.8;1.1;0.84;171.3;56.3
2015;2;1;9.5;;;-59.62;2.7;0.2;-0.5;108.3;43.9;285.2;313.8;974.6;4.3;209.8;1.1;0.84;215.7;74.7
2015;2;1;10.5;;;1.1;2.7;0.0;-0.1;161.6;68.7;293.8;316.9;975.2;4.9;205.4;1.1;0.84;333.2;125.2
2015;2;1;11.5;;;7.83;2.7;0.5;0.5;143.6;55.3;302.0;318.3;975.5;4.8;205.8;1.1;0.84;303.4;105.4
2015;2;1;12.5;;;-2.88;2.7;1.0;0.8;185.8;67.3;297.8;319.4;975.8;5.2;202.6;1.1;0.84;391.8;125.0
2015;2;1;13.5;0.36;;0.36;2.8;1.1;1.0;106.1;37.5;302.5;319.0;976.2;5.9;213.1;1.1;0.841;222.1;70.1
2015;2;1;14.5;0.19;0.19;0.19;3.1;0.8;0.8;57.9;20.4;302.1;318.2;976.7;5.3;217.6;1.1;0.841;124.6;38.2
2015;2;1;15.5;0.48;0.48;0.48;2.8;0.4;0.5;36.5;15.3;254.5;315.1;977.2;4.1;215.0;1.1;0.841;73.5;22.6
2015;2;1;16.5;0.28;;0.28;2.7;-0.1;0.1;1.2;1.4;288.1;314.3;977.7;2.5;199.2;1.1;0.841;3.8;0.9
2015;2;1;17.5;0.24;0.24;0.24;2.8;-0.2;0.1;0.0;0.6;282.0;313.4;978.1;3.4;200.7;1.1;0.841;0.0;0.0
2015;2;1;18.5;0.64;0.64;0.64;2.7;-0.2;-0.0;0.0;0.3;296.7;314.1;978.6;3.9;206.6;1.1;0.841;0.0;0.0
2015;2;1;19.5;0.11;0.11;0.11;2.7;-0.2;-0.0;0.0;0.3;295.7;313.8;979.1;3.4;209.0;1.1;0.841;0.0;0.0
2015;2;1;20.5;0.24;0.24;0.24;2.8;-0.4;-0.2;0.0;0.3;295.5;313.4;979.5;3.3;202.7;1.1;0.841;0.0;0.0
2015;2;1;21.5;0.41;;0.41;2.5;-0.5;-0.3;0.0;0.3;294.2;312.9;979.5;3.2;203.9;1.1;0.841;0.0;0.0
2015;2;1;22.5;0.22;;0.22;2.8;-1.1;-0.9;0.0;0.8;261.8;307.9;979.6;3.0;204.7;1.1;0.841;0.0;0.0
2015;2;1;23.5;0.24;0.24;0.24;2.8;-1.5;-1.2;0.0;0.8;266.8;306.6;979.8;2.8;203.5;1.1;0.841;0.0;0.0
2015;2;2;0.5;0.33;0.33;0.33;2.6;-2.8;-2.2;0.0;1.5;224.8;296.6;979.9;2.3;205.5;1.1;0.841;0.0;0.0
2015;2;2;1.5;0.23;0.23;0.23;2.6;-3.6;-3.0;0.0;1.6;226.9;293.0;980.1;2.2;205.3;1.1;0.841;0.0;0.0
2015;2;2;2.5;0.6;;0.6;2.5;-4.4;-3.7;0.0;1.4;225.1;288.3;980.1;1.7;211.3;1.1;0.84;0.0;0.0
2015;2;2;3.5;;;-0.04;2.5;-5.5;-4.8;0.0;1.4;217.9;283.0;980.2;1.6;198.0;1.1;0.84;0.0;0.0
2015;2;2;4.5;0.25;;0.25;2.7;-5.9;-5.2;0.0;1.4;217.2;282.2;980.4;1.5;176.8;1.1;0.84;0.0;0.0
2015;2;2;5.5;0.35;;0.35;2.6;-6.1;-5.5;0.0;1.2;218.8;285.1;980.7;1.5;189.1;1.1;0.84;0.0;0.0
2015;2;2;6.5;0.38;;0.38;2.6;-6.4;-5.8;0.0;1.2;239.1;285.9;980.9;1.6;189.9;1.1;0.84;0.0;0.0
2015;2;2;7.5;0.2;;0.2;2.6;-5.5;-5.2;17.8;8.1;263.4;289.7;981.4;2.1;182.3;1.1;0.84;27.4;8.5
2015;2;2;8.5;-0.31;;-0.31;2.3;-1.9;-3.7;124.6;43.3;258.9;298.6;981.6;1.9;187.2;1.1;0.84;185.8;54.6
2015;2;2;9.5;-0.77;;-0.77;2.6;0.9;-2.0;250.8;80.9;221.8;303.8;982.0;2.8;193.1;1.1;0.84;393.1;118.2
2015;2;2;10.5;-0.59;;-0.59;2.3;1.5;-0.5;268.8;96.8;233.9;313.0;982.2;3.5;201.1;1.1;0.84;513.7;156.6
2015;2;2;11.5;-0.69;;-0.69;2.4;1.7;0.1;270.7;96.4;241.5;316.9;982.2;3.5;198.9;1.1;0.84;521.2;159.8
2015;2;2;12.5;;;0.67;2.3;1.7;0.6;234.8;83.4;253.6;318.8;982.3;3.5;204.3;1.1;0.84;467.1;140.2
2015;2;2;13.5;-0.39;;-0.39;2.4;1.5;0.9;184.4;65.7;259.6;318.7;982.5;3.6;197.7;1.1;0.84;369.2;108.9
2015;2;2;14.5;-0.34;;-0.34;2.4;2.1;1.3;161.5;63.8;228.0;316.4;982.8;3.5;196.9;1.1;0.84;309.9;87.4
2015;2;2;15.5;;;0.16;2.5;0.6;0.3;52.2;24.6;226.3;309.2;982.8;2.5;186.7;1.1;0.84;103.7;29.2
2015;2;2;16.5;0.09;;0.09;2.4;-2.4;-1.8;0.0;2.7;223.0;297.5;982.8;1.8;190.8;1.1;0.84;6.2;1.5
2015;2;2;17.5;0.26;;0.26;2.3;-3.7;-2.9;0.0;2.0;223.7;289.5;983.2;1.3;183.8;1.1;0.84;0.0;0.0
2015;2;2;18.5;0.55;;0.55;2.3;-3.3;-2.7;0.0;2.2;222.0;291.5;983.7;1.7;178.0;1.1;0.84;0.0;0.0
2015;2;2;19.5;0.29;;0.29;2.1;-4.9;-4.1;0.0;1.3;227.9;284.0;984.0;1.2;207.2;1.1;0.84;0.0;0.0
2015;2;2;20.5;;;-0.73;2.2;-5.4;-4.5;0.0;1.4;243.3;285.9;984.4;0.7;204.6;1.1;0.84;0.0;0.0
2015;2;2;21.5;;;0.32;2.1;-5.5;-4.6;0.0;1.8;271.7;288.6;984.7;1.0;181.7;1.1;0.84;0.0;0.0
2015;2;2;22.5;;;0.39;2.4;-5.1;-4.4;0.0;1.5;285.3;291.0;984.9;0.9;195.0;1.1;0.839;0.0;0.0
2015;2;2;23.5;;;-0.02;2.1;-5.6;-5.2;0.0;1.4;285.9;289.2;985.0;0.5;225.1;1.1;0.839;0.0;0.0
2015;2;3;0.5;;;-1.41;2.2;-6.1;-5.5;0.0;1.7;285.7;288.2;985.2;0.5;90.9;1.1;0.839;0.0;0.0
2015;2;3;1.5;;;0.56;2.3;-5.5;-5.3;0.0;1.5;287.6;289.7;985.4;0.4;96.5;1.1;0.839;0.0;0.0
2015;2;3;2.5;;;3.14;2.0;-5.9;-5.8;0.0;1.3;286.3;287.9;985.6;0.2;22.3;1.1;0.839;0.0;0.0
2015;2;3;3.5;0.53;;0.53;2.0;-5.3;-5.3;0.0;1.2;290.1;291.3;985.7;0.6;90.6;1.1;0.839;0.0;0.0
2015;2;3;4.5;;;0.55;2.0;-4.1;-4.1;0.0;1.0;295.1;296.4;986.0;0.7;131.9;1.1;0.839;0.0;0.0
2015;2;3;5.5;;;0.46;1.9;-5.0;-4.4;0.0;1.6;291.0;293.6;986.3;0.6;91.2;1.1;0.839;0.0;0.0
2015;2;3;6.5;;;5.71;1.9;-6.0;-5.6;0.0;1.2;287.5;289.6;986.7;0.9;95.1;1.1;0.839;0.0;0.0
2015;2;3;7.5;;;1.37;2.0;-4.8;-4.9;7.7;5.7;291.0;292.8;987.1;0.1;121.1;1.1;0.839;22.7;7.1
2015;2;3;8.5;;;-0.07;1.8;-3.6;-4.1;48.1;26.9;295.1;297.3;987.5;0.6;108.0;1.1;0.839;126.7;41.2
2015;2;3;9.5;-0.04;;-0.04;1.8;0.3;-2.2;146.1;81.6;299.7;309.4;987.8;1.1;140.5;1.1;0.839;317.4;98.2
2015;2;3;10.5;-1.05;;-1.05;1.7;1.6;-0.7;223.0;90.6;254.1;313.3;988.2;1.8;193.6;1.1;0.839;474.8;133.8
2015;2;3;11.5;-0.22;;-0.22;1.7;1.4;-0.0;245.3;82.0;249.1;317.4;988.4;1.8;193.9;1.1;0.839;488.3;139.8
2015;2;3;12.5;-0.81;;-0.81;1.5;1.5;0.4;226.1;77.1;261.7;320.0;988.7;1.5;159.0;1.1;0.839;469.7;135.4
2015;2;3;13.5;-0.09;-0.09;-0.09;1.5;2.7;1.2;278.5;95.1;250.8;322.9;988.9;1.6;156.6;1.1;0.839;537.3;151.6
2015;2;3;14.5;;;2.48;1.7;1.4;0.9;101.8;34.6;271.8;319.0;989.3;1.8;177.5;1.1;0.839;209.4;58.1
2015;2;3;15.5;;;-0.14;1.4;0.8;0.5;59.9;24.8;239.3;311.0;989.7;1.3;204.6;1.1;0.839;121.3;32.1
2015;2;3;16.5;;;-0.46;1.8;-2.0;-1.6;1.2;2.4;258.5;302.2;990.0;1.1;130.2;1.1;0.839;6.7;1.5
2015;2;3;17.5;;;-0.15;1.5;-1.8;-1.6;0.0;1.1;261.2;304.1;990.7;1.3;157.8;1.1;0.839;0.0;0.0
2015;2;3;18.5;;;0.72;1.5;-3.0;-2.8;0.0;1.2;260.1;296.3;991.3;0.5;133.9;1.1;0.839;0.0;0.0
2015;2;3;19.5;;;0.52;1.6;-3.0;-3.0;0.0;0.7;282.0;301.1;991.7;0.9;100.3;1.1;0.839;0.0;0.0
2015;2;3;20.5;;;0.45;1.5;-2.8;-2.7;0.0;0.7;279.0;301.7;992.0;0.8;95.3;1.1;0.839;0.0;0.0
2015;2;3;21.5;0.67;;0.67;1.3;-3.1;-2.7;0.0;1.0;254.9;298.1;992.3;0.9;169.7;1.1;0.839;0.0;0.0
2015;2;3;22.5;0.16;;0.16;1.4;-3.6;-3.1;0.0;0.7;269.5;297.6;992.8;0.8;160.9;1.1;0.839;0.0;0.0
2015;2;3;23.5;;;0.09;1.4;-3.3;-3.3;0.0;0.6;281.7;299.9;993.2;0.8;107.0;1.1;0.839;0.0;0.0
2015;2;4;0.5;;;16.29;1.5;-3.7;-3.3;0.0;1.0;254.5;297.4;993.4;0.6;97.0;1.1;0.839;0.0;0.0
2015;2;4;1.5;;;34.89;1.4;-5.6;-4.9;0.0;1.5;233.1;289.0;993.8;1.1;74.0;1.1;0.839;0.0;0.0
2015;2;4;2.5;;;1.21;1.5;-6.7;-6.0;0.0;1.6;236.5;284.6;994.0;0.9;98.0;1.1;0.838;0.0;0.0
2015;2;4;3.5;;;-2.14;1.4;-8.2;-7.6;0.0;1.7;239.0;277.9;994.4;0.3;26.5;1.1;0.838;0.0;0.0
2015;2;4;4.5;;;2.03;1.5;-7.7;-7.4;0.0;1.6;254.9;280.0;994.8;0.7;78.3;1.1;0.838;0.0;0.0
2015;2;4;5.5;;;-0.58;1.3;-8.1;-8.0;0.0;1.3;261.8;278.2;995.1;0.7;77.8;1.1;0.838;0.0;0.0
2015;2;4;6.5;;;3.81;1.3;-7.7;-7.7;0.0;1.3;272.2;280.2;995.5;0.8;91.3;1.1;0.838;0.0;0.0
2015;2;4;7.5;;;0.1;1.4;-6.3;-6.3;6.3;4.2;283.1;287.2;996.1;1.0;89.5;1.1;0.838;18.3;5.6
2015;2;4;8.5;0.06;0.06;0.06;1.3;-5.1;-5.3;28.4;14.4;290.2;293.4;996.7;1.1;96.8;1.1;0.838;83.5;26.5
2015;2;4;9.5;-1.19;;-1.19;1.1;-4.2;-4.5;40.0;19.4;296.1;298.3;997.2;1.1;94.7;1.1;0.838;120.2;38.2
2015;2;4;10.5;;;5.28;1.4;-3.1;-3.6;81.0;38.4;298.7;303.9;997.7;1.2;86.9;1.1;0.838;242.3;75.1
2015;2;4;13.5;;;114.89;1.3;-1.2;-1.8;63.6;28.4;305.6;314.0;998.4;0.6;166.0;1.1;0.838;196.3;56.1
2015;2;4;14.5;;;-3.86;1.2;-1.5;-1.9;42.7;19.5;302.7;313.4;998.8;1.0;175.2;1.1;0.838;128.8;36.6
2015;2;4;15.5;;;-0.56;1.1;-1.8;-2.1;15.8;7.8;301.7;311.4;999.3;0.6;135.0;1.1;0.838;50.0;13.8
2015;2;4;16.5;;;-0.04;1.1;-2.0;-2.1;0.3;1.0;301.3;309.4;1000.0;0.9;94.4;1.1;0.838;3.2;0.5
2015;2;4;17.5;;;-0.23;1.3;-2.1;-2.2;0.0;0.6;299.0;308.0;1000.7;0.7;15.8;1.1;0.838;0.0;0.0
2015;2;4;18.5;-0.02;;-0.02;1.1;-2.2;-2.3;0.0;0.8;287.7;305.9;1001.1;1.3;36.7;1.1;0.838;0.0;0.0
2015;2;4;19.5;;;-0.03;1.2;-2.3;-2.3;0.0;0.9;291.4;305.2;1001.7;0.9;40.5;1.1;0.838;0.0;0.0
2015;2;4;20.5;0.13;;0.13;0.9;-2.5;-2.5;0.0;0.8;277.0;302.5;1002.2;1.2;33.7;1.1;0.838;0.0;0.0
2015;2;4;21.5;;;0.29;1.0;-3.4;-3.3;0.0;0.8;258.0;297.0;1002.7;1.3;41.9;1.1;0.838;0.0;0.0
2015;2;4;22.5;;;0.5;1.2;-4.5;-4.3;0.0;1.1;257.2;291.0;1003.2;1.2;44.3;1.1;0.838;0.0;0.0
2015;2;4;23.5;0.17;;0.17;0.8;-2.8;-2.9;0.0;0.7;296.8;302.7;1003.8;1.4;62.3;1.1;0.838;0.0;0.0
2015;2;5;0.5;-0.13;;-0.13;0.8;-2.5;-2.6;0.0;0.9;298.1;304.9;1004.3;1.5;41.5;1.1;0.838;0.0;0.0
2015;2;5;1.5;;;-0.36;1.2;-2.6;-2.7;0.0;0.7;298.0;305.1;1004.6;1.6;39.5;1.1;0.838;0.0;0.0
2015;2;5;2.5;-0.24;;-0.24;0.6;-2.7;-2.8;0.0;0.4;299.5;305.0;1005.2;1.1;39.4;1.1;0.838;0.0;0.0
2015;2;5;3.5;-0.56;-0.56;-0.56;0.6;-3.0;-3.0;0.0;0.3;299.0;304.4;1005.6;1.5;4.6;1.1;0.838;0.0;0.0
2015;2;5;4.5;-0.37;;-0.37;0.8;-3.1;-3.1;0.0;0.2;298.8;304.0;1006.3;1.1;17.1;1.1;0.838;0.0;0.0
2015;2;5;5.5;;;-0.3;0.7;-3.2;-3.3;0.0;0.2;297.8;303.5;1006.7;1.5;22.7;1.1;0.838;0.0;0.0
2015;2;5;6.5;-0.48;-0.48;-0.48;0.6;-3.3;-3.3;0.0;0.3;296.0;302.7;1007.1;1.3;16.8;1.1;0.838;0.0;0.0
2015;2;5;7.5;-0.26;;-0.26;0.5;-3.4;-3.4;2.3;1.6;295.5;302.4;1007.9;1.3;7.4;1.1;0.838;9.7;2.5
2015;2;5;8.5;-0.61;-0.61;-0.61;0.6;-3.6;-3.7;18.0;7.3;295.0;302.6;1008.8;1.5;360.0;1.1;0.838;49.7;14.0
2015;2;5;9.5;-0.7;-0.7;-0.7;0.5;-3.0;-3.3;57.2;21.5;294.1;305.9;1009.6;0.6;78.3;1.1;0.838;146.8;41.2
2015;2;5;10.5;-0.87;-0.87;-0.87;0.6;-1.9;-2.5;144.6;49.4;281.2;312.1;1010.1;0.6;319.6;1.1;0.838;324.3;92.4
2015;2;5;11.5;-0.85;-0.85;-0.85;0.5;-0.9;-1.6;177.2;57.5;291.5;317.5;1010.4;0.7;284.6;1.1;0.838;391.3;107.8
2015;2;5;12.5;-1.1;;-1.1;0.6;-0.7;-1.0;160.4;50.5;299.7;318.4;1010.9;1.5;346.8;1.1;0.838;349.5;95.3
2015;2;5;13.5;-0.67;-0.67;-0.67;0.8;-1.1;-1.4;95.1;30.2;294.5;315.1;1011.2;1.8;327.5;1.1;0.838;210.0;57.2
2015;2;5;14.5;-0.09;;-0.09;0.4;-1.3;-1.4;48.3;15.5;301.6;313.4;1011.7;2.3;341.8;1.1;0.838;106.3;29.2
2015;2;5;15.5;-0.37;;-0.37;0.5;-1.3;-1.4;14.4;4.9;302.1;311.9;1012.0;1.6;346.2;1.1;0.838;32.0;8.5
2015;2;5;16.5;;;-0.27;0.3;-1.4;-1.4;1.0;0.7;300.9;310.2;1012.3;1.6;356.9;1.1;0.838;2.5;0.4
2015;2;5;17.5;;;-0.44;0.4;-1.5;-1.4;0.0;0.3;300.2;309.6;1012.9;1.4;349.9;1.1;0.838;0.0;0.0
2015;2;5;18.5;;;0.02;0.4;-1.6;-1.6;0.0;0.3;298.7;308.8;1013.6;1.8;11.3;1.1;0.838;0.0;0.0
2015;2;5;19.5;-0.35;;-0.35;0.4;-1.8;-1.7;0.0;0.3;298.0;307.7;1014.2;1.5;359.6;1.1;0.838;0.0;0.0
2015;2;5;20.5;-0.1;;-0.1;0.4;-1.9;-1.9;0.0;0.2;296.2;307.0;1014.7;1.6;329.3;1.1;0.838;0.0;0.0
2015;2;5;21.5;-0.02;;-0.02;0.5;-2.2;-2.1;0.0;0.3;294.4;305.8;1015.0;1.1;311.2;1.1;0.838;0.0;0.0
2015;2;5;22.5;0.05;0.05;0.05;0.4;-2.4;-2.3;0.0;0.3;292.8;305.1;1015.3;1.4;306.6;1.1;0.838;0.0;0.0
2015;2;5;23.5;0.06;0.06;0.06;0.4;-2.4;-2.3;0.0;0.3;292.8;305.3;1015.3;2.1;303.7;1.1;0.838;0.0;0.0
2015;2;6;0.5;0.03;0.03;0.03;0.4;-2.4;-2.4;0.0;0.3;292.6;304.9;1015.3;1.7;316.0;1.1;0.838;0.0;0.0
2015;2;6;1.5;;;-0.13;0.2;-2.6;-2.5;0.0;0.4;290.0;304.0;1015.3;1.4;324.4;1.1;0.838;0.0;0.0
2015;2;6;2.5;-0.19;;-0.19;0.4;-2.6;-2.5;0.0;0.4;289.8;304.4;1015.1;2.7;308.7;1.1;0.838;0.0;0.0
2015;2;6;3.5;0.02;0.02;0.02;0.4;-2.7;-2.7;0.0;0.3;291.2;304.1;1015.0;1.7;302.3;1.1;0.838;0.0;0.0
2015;2;6;4.5;0.09;0.09;0.09;0.3;-2.7;-2.7;0.0;0.3;291.0;304.1;1015.2;2.3;297.9;1.1;0.838;0.0;0.0
2015;2;6;5.5;0.01;;0.01;0.3;-2.9;-2.8;0.0;0.3;288.8;303.2;1015.3;1.5;312.7;1.1;0.838;0.0;0.0
2015;2;6;6.5;0.05;;0.05;0.3;-3.2;-3.2;0.0;0.5;283.9;301.1;1015.2;1.6;314.9;1.1;0.838;0.0;0.0
2015;2;6;7.5;-0.25;-0.25;-0.25;0.5;-3.4;-3.4;8.8;3.1;289.5;301.8;1015.3;2.3;330.3;1.1;0.838;21.8;5.7
2015;2;6;8.5;-0.24;;-0.24;0.4;-3.2;-3.5;71.4;24.6;254.3;300.7;1015.6;1.2;309.8;1.1;0.838;157.3;41.9
2015;2;6;9.5;-0.71;;-0.71;0.2;-0.5;-2.6;226.1;75.6;223.4;306.2;1015.5;1.6;288.3;1.1;0.838;444.5;113.1
2015;2;6;10.5;-0.09;-0.09;-0.09;0.4;0.1;-1.7;292.4;94.4;230.0;312.9;1015.6;2.5;286.3;1.1;0.838;576.5;148.5
2015;2;6;11.5;0.06;;0.06;0.4;-0.3;-1.3;297.8;94.4;259.8;317.3;1015.4;2.5;291.0;1.1;0.838;595.4;155.3
2015;2;6;12.5;-0.66;;-0.66;0.1;-0.2;-1.1;318.9;101.2;228.3;316.9;1014.8;3.0;279.1;1.1;0.838;631.4;160.2
2015;2;6;13.5;-0.14;;-0.14;0.2;-0.3;-1.0;210.6;69.4;231.8;313.1;1014.2;3.0;270.7;1.1;0.838;434.6;110.2
2015;2;6;14.5;-0.19;;-0.19;0.4;0.2;-0.5;186.8;65.7;228.0;312.5;1013.7;3.0;265.6;1.1;0.838;366.0;91.4
2015;2;6;15.5;;;0.02;0.2;-0.4;-0.7;101.7;39.6;233.5;308.3;1013.0;3.2;248.5;1.1;0.838;188.6;48.3
2015;2;6;16.5;-0.07;;-0.07;0.5;-1.8;-1.7;10.0;4.5;269.2;305.0;1012.6;2.8;256.6;1.1;0.838;17.1;4.3
2015;2;6;17.5;-0.01;;-0.01;0.2;-2.1;-2.0;0.0;0.3;286.9;306.1;1012.4;3.1;273.7;1.1;0.838;0.0;0.0
2015;2;6;18.5;0.08;;0.08;0.4;-2.3;-2.2;0.0;0.3;289.5;305.5;1012.0;2.9;239.0;1.1;0.838;0.0;0.0
2015;2;6;19.5;0.03;0.03;0.03;0.1;-2.5;-2.5;0.0;0.3;288.2;304.6;1011.5;3.1;245.1;1.1;0.838;0.0;0.0
2015;2;6;20.5;-0.03;;-0.03;0.1;-2.6;-2.6;0.0;0.2;294.6;304.9;1011.1;4.0;245.3;1.1;0.838;0.0;0.0
2015;2;6;21.5;-0.03;-0.03;-0.03;0.3;-2.5;-2.5;0.0;0.1;300.1;305.7;1010.8;3.9;243.7;1.1;0.838;0.0;0.0
2015;2;6;22.5;-0.04;;-0.04;0.4;-2.5;-2.5;0.0;0.1;301.1;306.0;1010.4;3.3;248.3;1.1;0.838;0.0;0.0
2015;2;6;23.5;0.04;;0.04;0.5;-2.4;-2.5;0.0;0.1;301.5;306.5;1009.8;3.6;246.5;1.1;0.838;0.0;0.0
2015;2;7;0.5;;;0.48;0.5;-2.6;-2.6;0.0;0.0;302.3;306.5;1009.4;3.4;247.7;1.1;0.838;0.0;0.0
2015;2;7;1.5;-0.75;;-0.75;0.3;-2.8;-2.8;0.0;0.0;303.1;306.5;1009.0;2.9;242.0;1.1;0.838;0.0;0.0
2015;2;7;2.5;-0.1;;-0.1;0.6;-2.4;-2.4;0.0;0.1;304.7;307.8;1008.6;3.1;250.9;1.1;0.838;0.0;0.0
